constituency,count,candidate_id,candidate,incumbent,party,votes,status,seats,quota,turnout,tvp,spoilt,electorate,,,,,,,,,,,,,,,,,
South,6,kieran hartley,Kieran Hartley,FALSE,FF,"52,481",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,6,grace osullivan,Grace O'Sullivan,FALSE,GP,"32,829",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,6,theresa heaney,Theresa Heaney,FALSE,IND,"19,114",eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,6,richard cahill,Richard Cahill,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,6,jan vandeven,Jan van de Ven,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,6,jilian godsil,Jilian Godsil,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,6,peter oloughlin,Peter O'Loughlin,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,6,donal oriordain,Dónal Ó Ríordáin,FALSE,FS,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,7,brian crowley,Brian Crowley,TRUE,FF,,elected,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,7,liadh niriada,Liadh Ní Riada,FALSE,SF,"132,590",elected,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,7,sean kelly,Seán Kelly,TRUE,FG,"95,683",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,7,simon harris,Simon Harris,FALSE,FG,"56,691",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,7,deirdre clune,Deirdre Clune,FALSE,FG,"55,293",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,7,diarmuid oflynn,Diarmuid O'Flynn,FALSE,IND,"43,628",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,7,phil prendergast,Phil Prendergast,TRUE,LAB,"34,874",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,7,kieran hartley,Kieran Hartley,FALSE,FF,"54,475",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,7,grace osullivan,Grace O'Sullivan,FALSE,GP,"34,443",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,7,theresa heaney,Theresa Heaney,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,7,richard cahill,Richard Cahill,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,7,jan vandeven,Jan van de Ven,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,7,jilian godsil,Jilian Godsil,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,7,peter oloughlin,Peter O'Loughlin,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,7,donal oriordain,Dónal Ó Ríordáin,FALSE,FS,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,8,brian crowley,Brian Crowley,TRUE,FF,,elected,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,8,liadh niriada,Liadh Ní Riada,FALSE,SF,,elected,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,8,sean kelly,Seán Kelly,TRUE,FG,"95,736",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,8,simon harris,Simon Harris,FALSE,FG,"56,738",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,8,deirdre clune,Deirdre Clune,FALSE,FG,"55,340",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,8,diarmuid oflynn,Diarmuid O'Flynn,FALSE,IND,"44,023",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,8,phil prendergast,Phil Prendergast,TRUE,LAB,"34,939",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,8,kieran hartley,Kieran Hartley,FALSE,FF,"54,559",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,8,grace osullivan,Grace O'Sullivan,FALSE,GP,"34,607",eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,8,theresa heaney,Theresa Heaney,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,8,richard cahill,Richard Cahill,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,8,jan vandeven,Jan van de Ven,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,8,jilian godsil,Jilian Godsil,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,8,peter oloughlin,Peter O'Loughlin,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,8,donal oriordain,Dónal Ó Ríordáin,FALSE,FS,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,9,brian crowley,Brian Crowley,TRUE,FF,,elected,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,9,liadh niriada,Liadh Ní Riada,FALSE,SF,,elected,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,9,sean kelly,Seán Kelly,TRUE,FG,"98,646",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,9,simon harris,Simon Harris,FALSE,FG,"59,056",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,9,deirdre clune,Deirdre Clune,FALSE,FG,"58,311",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,9,diarmuid oflynn,Diarmuid O'Flynn,FALSE,IND,"48,125",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,9,phil prendergast,Phil Prendergast,TRUE,LAB,"42,213",eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,9,kieran hartley,Kieran Hartley,FALSE,FF,"56,746",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,9,grace osullivan,Grace O'Sullivan,FALSE,GP,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,9,theresa heaney,Theresa Heaney,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,9,richard cahill,Richard Cahill,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,9,jan vandeven,Jan van de Ven,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,9,jilian godsil,Jilian Godsil,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,9,peter oloughlin,Peter O'Loughlin,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,9,donal oriordain,Dónal Ó Ríordáin,FALSE,FS,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,10,brian crowley,Brian Crowley,TRUE,FF,,elected,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,10,liadh niriada,Liadh Ní Riada,FALSE,SF,,elected,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,10,sean kelly,Seán Kelly,TRUE,FG,"106,068",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,10,simon harris,Simon Harris,FALSE,FG,"63,536",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,10,deirdre clune,Deirdre Clune,FALSE,FG,"64,889",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,10,diarmuid oflynn,Diarmuid O'Flynn,FALSE,IND,"51,387",eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,10,phil prendergast,Phil Prendergast,TRUE,LAB,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,10,kieran hartley,Kieran Hartley,FALSE,FF,"59,722",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,10,grace osullivan,Grace O'Sullivan,FALSE,GP,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,10,theresa heaney,Theresa Heaney,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,10,richard cahill,Richard Cahill,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,10,jan vandeven,Jan van de Ven,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,10,jilian godsil,Jilian Godsil,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,10,peter oloughlin,Peter O'Loughlin,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,10,donal oriordain,Dónal Ó Ríordáin,FALSE,FS,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,11,brian crowley,Brian Crowley,TRUE,FF,,elected,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,11,liadh niriada,Liadh Ní Riada,FALSE,SF,,elected,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,11,sean kelly,Seán Kelly,TRUE,FG,"113,311",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,11,simon harris,Simon Harris,FALSE,FG,"66,061",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,11,deirdre clune,Deirdre Clune,FALSE,FG,"69,009",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,11,diarmuid oflynn,Diarmuid O'Flynn,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,11,phil prendergast,Phil Prendergast,TRUE,LAB,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,11,kieran hartley,Kieran Hartley,FALSE,FF,"64,357",eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,11,grace osullivan,Grace O'Sullivan,FALSE,GP,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,11,theresa heaney,Theresa Heaney,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,11,richard cahill,Richard Cahill,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,11,jan vandeven,Jan van de Ven,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,11,jilian godsil,Jilian Godsil,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,11,peter oloughlin,Peter O'Loughlin,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,11,donal oriordain,Dónal Ó Ríordáin,FALSE,FS,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,12,brian crowley,Brian Crowley,TRUE,FF,,elected,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,12,liadh niriada,Liadh Ní Riada,FALSE,SF,,elected,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,12,sean kelly,Seán Kelly,TRUE,FG,"121,566",elected,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,12,simon harris,Simon Harris,FALSE,FG,"70,808",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,12,deirdre clune,Deirdre Clune,FALSE,FG,"74,370",elected,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,12,diarmuid oflynn,Diarmuid O'Flynn,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,12,phil prendergast,Phil Prendergast,TRUE,LAB,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,12,kieran hartley,Kieran Hartley,FALSE,FF,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,12,grace osullivan,Grace O'Sullivan,FALSE,GP,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,12,theresa heaney,Theresa Heaney,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,12,richard cahill,Richard Cahill,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,12,jan vandeven,Jan van de Ven,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,12,jilian godsil,Jilian Godsil,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,12,peter oloughlin,Peter O'Loughlin,FALSE,IND,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,12,donal oriordain,Dónal Ó Ríordáin,FALSE,FS,,eliminated,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
