constituency,count,candidate_id,candidate,incumbent,party,votes,status,seats,quota,turnout,tvp,spoilt,electorate,auto_return_candidate,auto_return_party,auto_return_reason
Dublin North-West,4,jimmy dignam,Jimmy Dignam,FALSE,WP,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,4,cormac mckay,Cormac McKay,FALSE,IND,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,5,roisin shortall,Róisín Shortall,TRUE,SD,,elected,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,5,dessie ellis,Dessie Ellis,TRUE,SF,"8,358",running,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,5,paul mcauliffe,Paul McAuliffe,FALSE,FF,"5,207",running,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,5,noel rock,Noel Rock,FALSE,FG,"5,102",running,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,5,john lyons,John Lyons,TRUE,LAB,"3,420",running,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,5,cathleen carney boud,Cathleen Carney Boud,FALSE,SF,"2,783",running,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,5,andrew keegan,Andrew Keegan,FALSE,AAA-PBP,"2,585",eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,5,bernie hughes,Bernie Hughes,FALSE,IND,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,5,caroline conroy,Caroline Conroy,FALSE,GP,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,5,jimmy dignam,Jimmy Dignam,FALSE,WP,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,5,cormac mckay,Cormac McKay,FALSE,IND,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,6,roisin shortall,Róisín Shortall,TRUE,SD,,elected,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,6,dessie ellis,Dessie Ellis,TRUE,SF,"8,924",running,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,6,paul mcauliffe,Paul McAuliffe,FALSE,FF,"5,401",running,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,6,noel rock,Noel Rock,FALSE,FG,"5,247",running,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,6,john lyons,John Lyons,TRUE,LAB,"3,739",running,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,6,cathleen carney boud,Cathleen Carney Boud,FALSE,SF,"3,325",eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,6,andrew keegan,Andrew Keegan,FALSE,AAA-PBP,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,6,bernie hughes,Bernie Hughes,FALSE,IND,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,6,caroline conroy,Caroline Conroy,FALSE,GP,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,6,jimmy dignam,Jimmy Dignam,FALSE,WP,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,6,cormac mckay,Cormac McKay,FALSE,IND,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,7,roisin shortall,Róisín Shortall,TRUE,SD,,elected,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,7,dessie ellis,Dessie Ellis,TRUE,SF,"11,638",elected,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,7,paul mcauliffe,Paul McAuliffe,FALSE,FF,"5,514",running,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,7,noel rock,Noel Rock,FALSE,FG,"5,287",running,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,7,john lyons,John Lyons,TRUE,LAB,"3,852",running,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,7,cathleen carney boud,Cathleen Carney Boud,FALSE,SF,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,7,andrew keegan,Andrew Keegan,FALSE,AAA-PBP,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,7,bernie hughes,Bernie Hughes,FALSE,IND,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,7,caroline conroy,Caroline Conroy,FALSE,GP,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,7,jimmy dignam,Jimmy Dignam,FALSE,WP,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,7,cormac mckay,Cormac McKay,FALSE,IND,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,8,roisin shortall,Róisín Shortall,TRUE,SD,,elected,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,8,dessie ellis,Dessie Ellis,TRUE,SF,,elected,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,8,paul mcauliffe,Paul McAuliffe,FALSE,FF,"5,941",running,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,8,noel rock,Noel Rock,FALSE,FG,"5,431",running,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,8,john lyons,John Lyons,TRUE,LAB,"4,281",eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,8,cathleen carney boud,Cathleen Carney Boud,FALSE,SF,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,8,andrew keegan,Andrew Keegan,FALSE,AAA-PBP,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,8,bernie hughes,Bernie Hughes,FALSE,IND,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,8,caroline conroy,Caroline Conroy,FALSE,GP,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,8,jimmy dignam,Jimmy Dignam,FALSE,WP,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,8,cormac mckay,Cormac McKay,FALSE,IND,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,9,roisin shortall,Róisín Shortall,TRUE,SD,,elected,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,9,dessie ellis,Dessie Ellis,TRUE,SF,,elected,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,9,paul mcauliffe,Paul McAuliffe,FALSE,FF,"6,907",running,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,9,noel rock,Noel Rock,FALSE,FG,"7,563",elected,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,9,john lyons,John Lyons,TRUE,LAB,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,9,cathleen carney boud,Cathleen Carney Boud,FALSE,SF,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,9,andrew keegan,Andrew Keegan,FALSE,AAA-PBP,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,9,bernie hughes,Bernie Hughes,FALSE,IND,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,9,caroline conroy,Caroline Conroy,FALSE,GP,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,9,jimmy dignam,Jimmy Dignam,FALSE,WP,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin North-West,9,cormac mckay,Cormac McKay,FALSE,IND,,eliminated,3,9253,37472,37009,463,60406,NONE,NONE,NONE
Dublin Rathdown,1,shane ross,Shane Ross,TRUE,IND,"10,202",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,1,josepha madigan,Josepha Madigan,FALSE,FG,"6,668",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,1,alan shatter,Alan Shatter,TRUE,FG,"5,905",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,1,mary white,Mary White,FALSE,FF,"4,220",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,1,catherine martin,Catherine Martin,FALSE,GP,"4,122",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,1,alex white,Alex White,TRUE,LAB,"4,048",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,1,sorcha niccormaic,Sorcha Nic Cormaic,FALSE,SF,"2,858",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,1,peter mathews,Peter Mathews,TRUE,IND,"2,021",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,1,alan daveron,Alan Daveron,FALSE,REN,"1,055",eliminated,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,2,shane ross,Shane Ross,TRUE,IND,"10,411",elected,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,2,josepha madigan,Josepha Madigan,FALSE,FG,"6,835",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,2,alan shatter,Alan Shatter,TRUE,FG,"5,979",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,2,mary white,Mary White,FALSE,FF,"4,325",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,2,catherine martin,Catherine Martin,FALSE,GP,"4,314",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,2,alex white,Alex White,TRUE,LAB,"4,080",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,2,sorcha niccormaic,Sorcha Nic Cormaic,FALSE,SF,"2,896",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,2,peter mathews,Peter Mathews,TRUE,IND,"2,241",eliminated,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,2,alan daveron,Alan Daveron,FALSE,REN,,eliminated,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,3,shane ross,Shane Ross,TRUE,IND,"10,411",elected,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,3,josepha madigan,Josepha Madigan,FALSE,FG,"7,180",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,3,alan shatter,Alan Shatter,TRUE,FG,"6,195",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,3,mary white,Mary White,FALSE,FF,"4,761",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,3,catherine martin,Catherine Martin,FALSE,GP,"4,812",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,3,alex white,Alex White,TRUE,LAB,"4,258",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,3,sorcha niccormaic,Sorcha Nic Cormaic,FALSE,SF,"3,076",eliminated,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,3,peter mathews,Peter Mathews,TRUE,IND,,eliminated,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,3,alan daveron,Alan Daveron,FALSE,REN,,eliminated,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,4,shane ross,Shane Ross,TRUE,IND,"10,411",elected,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,4,josepha madigan,Josepha Madigan,FALSE,FG,"7,290",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,4,alan shatter,Alan Shatter,TRUE,FG,"6,268",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,4,mary white,Mary White,FALSE,FF,"5,165",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,4,catherine martin,Catherine Martin,FALSE,GP,"6,105",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,4,alex white,Alex White,TRUE,LAB,"4,436",eliminated,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,4,sorcha niccormaic,Sorcha Nic Cormaic,FALSE,SF,,eliminated,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,4,peter mathews,Peter Mathews,TRUE,IND,,eliminated,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,4,alan daveron,Alan Daveron,FALSE,REN,,eliminated,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,5,shane ross,Shane Ross,TRUE,IND,"10,411",elected,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,5,josepha madigan,Josepha Madigan,FALSE,FG,"8,579",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,5,alan shatter,Alan Shatter,TRUE,FG,"7,745",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,5,mary white,Mary White,FALSE,FF,"5,463",eliminated,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,5,catherine martin,Catherine Martin,FALSE,GP,"7,255",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,5,alex white,Alex White,TRUE,LAB,,eliminated,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,5,sorcha niccormaic,Sorcha Nic Cormaic,FALSE,SF,,eliminated,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,5,peter mathews,Peter Mathews,TRUE,IND,,eliminated,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,5,alan daveron,Alan Daveron,FALSE,REN,,eliminated,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,6,shane ross,Shane Ross,TRUE,IND,"10,411",elected,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,6,josepha madigan,Josepha Madigan,FALSE,FG,"9,488",elected,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,6,alan shatter,Alan Shatter,TRUE,FG,"8,444",running,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,6,mary white,Mary White,FALSE,FF,,eliminated,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,6,catherine martin,Catherine Martin,FALSE,GP,"9,421",elected,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,6,alex white,Alex White,TRUE,LAB,,eliminated,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,6,sorcha niccormaic,Sorcha Nic Cormaic,FALSE,SF,,eliminated,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,6,peter mathews,Peter Mathews,TRUE,IND,,eliminated,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin Rathdown,6,alan daveron,Alan Daveron,FALSE,REN,,eliminated,3,10275,41325,41099,226,62340,NONE,NONE,NONE
Dublin South-Central,1,aengus osnodaigh,Aengus Ó Snodaigh,TRUE,SF,"6,639",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,1,joan collins,Joan Collins,TRUE,I4C,"6,195",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,1,catherine byrne,Catherine Byrne,TRUE,FG,"6,130",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,1,catherine ardagh,Catherine Ardagh,FALSE,FF,"5,441",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,1,brid smith,Bríd Smith,FALSE,AAA-PBP,"4,374",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,1,maire devine,Máire Devine,FALSE,SF,"3,332",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,1,eric byrne,Eric Byrne,TRUE,LAB,"3,297",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,1,liam coyne,Liam Coyne,FALSE,SD,"2,434",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,1,paul hand,Paul Hand,FALSE,IND,"2,011",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,1,oisin ohalmhain,Oisín Ó hAlmhain,FALSE,GP,"1,410",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,1,michael gargan,Michael Gargan,FALSE,REN,893,running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,1,neville bradley,Neville Bradley,FALSE,IND,407,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,1,richard murray,Richard Murray,FALSE,IND,294,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,2,aengus osnodaigh,Aengus Ó Snodaigh,TRUE,SF,"6,690",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,2,joan collins,Joan Collins,TRUE,I4C,"6,303",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,2,catherine byrne,Catherine Byrne,TRUE,FG,"6,154",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,2,catherine ardagh,Catherine Ardagh,FALSE,FF,"5,508",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,2,brid smith,Bríd Smith,FALSE,AAA-PBP,"4,476",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,2,maire devine,Máire Devine,FALSE,SF,"3,363",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,2,eric byrne,Eric Byrne,TRUE,LAB,"3,314",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,2,liam coyne,Liam Coyne,FALSE,SD,"2,486",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,2,paul hand,Paul Hand,FALSE,IND,"2,100",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,2,oisin ohalmhain,Oisín Ó hAlmhain,FALSE,GP,"1,431",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,2,michael gargan,Michael Gargan,FALSE,REN,943,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,2,neville bradley,Neville Bradley,FALSE,IND,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,2,richard murray,Richard Murray,FALSE,IND,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,3,aengus osnodaigh,Aengus Ó Snodaigh,TRUE,SF,"6,715",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,3,joan collins,Joan Collins,TRUE,I4C,"6,374",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,3,catherine byrne,Catherine Byrne,TRUE,FG,"6,317",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,3,catherine ardagh,Catherine Ardagh,FALSE,FF,"5,698",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,3,brid smith,Bríd Smith,FALSE,AAA-PBP,"4,527",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,3,maire devine,Máire Devine,FALSE,SF,"3,389",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,3,eric byrne,Eric Byrne,TRUE,LAB,"3,372",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,3,liam coyne,Liam Coyne,FALSE,SD,"2,595",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,3,paul hand,Paul Hand,FALSE,IND,"2,222",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,3,oisin ohalmhain,Oisín Ó hAlmhain,FALSE,GP,"1,514",eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,3,michael gargan,Michael Gargan,FALSE,REN,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,3,neville bradley,Neville Bradley,FALSE,IND,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,3,richard murray,Richard Murray,FALSE,IND,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,4,aengus osnodaigh,Aengus Ó Snodaigh,TRUE,SF,"6,734",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,4,joan collins,Joan Collins,TRUE,I4C,"6,461",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,4,catherine byrne,Catherine Byrne,TRUE,FG,"6,516",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,4,catherine ardagh,Catherine Ardagh,FALSE,FF,"5,817",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,4,brid smith,Bríd Smith,FALSE,AAA-PBP,"4,729",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,4,maire devine,Máire Devine,FALSE,SF,"3,423",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,4,eric byrne,Eric Byrne,TRUE,LAB,"3,645",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,4,liam coyne,Liam Coyne,FALSE,SD,"2,998",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,4,paul hand,Paul Hand,FALSE,IND,"2,358",eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,4,oisin ohalmhain,Oisín Ó hAlmhain,FALSE,GP,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,4,michael gargan,Michael Gargan,FALSE,REN,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,4,neville bradley,Neville Bradley,FALSE,IND,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,4,richard murray,Richard Murray,FALSE,IND,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,5,aengus osnodaigh,Aengus Ó Snodaigh,TRUE,SF,"6,927",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,5,joan collins,Joan Collins,TRUE,I4C,"7,034",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,5,catherine byrne,Catherine Byrne,TRUE,FG,"6,679",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,5,catherine ardagh,Catherine Ardagh,FALSE,FF,"6,064",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,5,brid smith,Bríd Smith,FALSE,AAA-PBP,"5,193",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,5,maire devine,Máire Devine,FALSE,SF,"3,531",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,5,eric byrne,Eric Byrne,TRUE,LAB,"3,822",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,5,liam coyne,Liam Coyne,FALSE,SD,"3,256",eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,5,paul hand,Paul Hand,FALSE,IND,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,5,oisin ohalmhain,Oisín Ó hAlmhain,FALSE,GP,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,5,michael gargan,Michael Gargan,FALSE,REN,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,5,neville bradley,Neville Bradley,FALSE,IND,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,5,richard murray,Richard Murray,FALSE,IND,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,6,aengus osnodaigh,Aengus Ó Snodaigh,TRUE,SF,"7,061",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,6,joan collins,Joan Collins,TRUE,I4C,"7,666",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,6,catherine byrne,Catherine Byrne,TRUE,FG,"7,037",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,6,catherine ardagh,Catherine Ardagh,FALSE,FF,"6,439",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,6,brid smith,Bríd Smith,FALSE,AAA-PBP,"5,853",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,6,maire devine,Máire Devine,FALSE,SF,"3,686",eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,6,eric byrne,Eric Byrne,TRUE,LAB,"4,481",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,6,liam coyne,Liam Coyne,FALSE,SD,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,6,paul hand,Paul Hand,FALSE,IND,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,6,oisin ohalmhain,Oisín Ó hAlmhain,FALSE,GP,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,6,michael gargan,Michael Gargan,FALSE,REN,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,6,neville bradley,Neville Bradley,FALSE,IND,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,6,richard murray,Richard Murray,FALSE,IND,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,7,aengus osnodaigh,Aengus Ó Snodaigh,TRUE,SF,"9,566",elected,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,7,joan collins,Joan Collins,TRUE,I4C,"8,168",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,7,catherine byrne,Catherine Byrne,TRUE,FG,"7,090",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,7,catherine ardagh,Catherine Ardagh,FALSE,FF,"6,556",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,7,brid smith,Bríd Smith,FALSE,AAA-PBP,"6,208",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,7,maire devine,Máire Devine,FALSE,SF,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,7,eric byrne,Eric Byrne,TRUE,LAB,"4,531",running,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,7,liam coyne,Liam Coyne,FALSE,SD,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,7,paul hand,Paul Hand,FALSE,IND,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,7,oisin ohalmhain,Oisín Ó hAlmhain,FALSE,GP,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
Dublin South-Central,7,michael gargan,Michael Gargan,FALSE,REN,,eliminated,4,8572,43551,42857,694,74666,NONE,NONE,NONE
